,Area(sqKm),BicycleF_x,BicycleM_x,BicycleT_x,BikeDensity,Bike_Colour,Bike_Make,Bike_Model,Bike_Speed,Bike_Type,City,Cost_of_Bike,Division,Dwellings,GeoUID,Households,LandArea(skm)_x,Lat,Location_Type,Long,Neighbourhood,Occurrence_Date,Occurrence_Day,Occurrence_Month,Occurrence_Time,Occurrence_Year,Population,PopulationCT_x,PopulationDensity_x,Primary_Offence,RegionName,Status,Type,Week_day,Type_x_x,Region Name_x_x,Area (sq km)_x_x,Population _x_x,Dwellings _x_x,Households _x_x,PopulationCT_y,PopulationDensity_y,LandArea(skm)_y,v_CA16_1: Age Stats_x,Type_y_x,Region Name_y_x,Area (sq km)_y_x,Population _y_x,Dwellings _y_x,Households _y_x,BicycleF_y,BicycleM_y,BicycleT_y,Type_x_y,Region Name_x_y,Area (sq km)_x_y,Population _x_y,Dwellings _x_y,Households _x_y,PopulationCT,PopulationDensity,LandArea(skm),v_CA16_1: Age Stats_y,Type_y_y,Region Name_y_y,Area (sq km)_y_y,Population _y_y,Dwellings _y_y,Households _y_y,BicycleF,BicycleM,BicycleT
1479,0.46643,20.0,115.0,140.0,297.87234042553195,WHI   ,RA             ,,21.0,RG,Toronto,150.0,52,5997.0,5350012.03,5311.0,0.47,43.6400566,"Apartment (Rooming House, Condo)",-79.3914795,Waterfront Communities-The Island (77),2015-06-14,14.0,6.0,18:00,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1480,0.46643,20.0,115.0,140.0,297.87234042553195,SIL   ,RA             ,,21.0,RG,Toronto,150.0,52,5997.0,5350012.03,5311.0,0.47,43.6400566,"Apartment (Rooming House, Condo)",-79.3914795,Waterfront Communities-The Island (77),2015-06-14,14.0,6.0,18:00,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1481,0.46643,20.0,115.0,140.0,297.87234042553195,SIL   ,GIANT          ,SEEK           ,20.0,TO,Toronto,1000.0,52,5997.0,5350012.03,5311.0,0.47,43.64158629999999,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.3921051,Waterfront Communities-The Island (77),2015-05-04,4.0,5.0,23:00,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Monday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1482,0.46643,20.0,115.0,140.0,297.87234042553195,WHIBLU,SIERRA         ,SPORT 500      ,0.0,OT,Toronto,400.0,52,5997.0,5350012.03,5311.0,0.47,43.64158629999999,"Apartment (Rooming House, Condo)",-79.3921051,Waterfront Communities-The Island (77),2015-04-17,17.0,4.0,18:00,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Friday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1483,0.46643,20.0,115.0,140.0,297.87234042553195,BLK   ,OT             ,IMPERALE       ,18.0,RC,Toronto,3614.0,52,5997.0,5350012.03,5311.0,0.47,43.6400566,"Apartment (Rooming House, Condo)",-79.3914795,Waterfront Communities-The Island (77),2015-08-16,16.0,8.0,13:45,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1484,0.46643,20.0,115.0,140.0,297.87234042553195,BLK   ,TR             ,SUPER FLY      ,30.0,MT,Toronto,4299.0,52,5997.0,5350012.03,5311.0,0.47,43.6406136,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.3835449,Waterfront Communities-The Island (77),2015-07-26,26.0,7.0,20:15,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1485,0.46643,20.0,115.0,140.0,297.87234042553195,WHI   ,TR             ,,20.0,TO,Toronto,2000.0,52,5997.0,5350012.03,5311.0,0.47,43.6425781,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.382988,Waterfront Communities-The Island (77),2015-10-15,15.0,10.0,10:00,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Thursday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1486,0.46643,20.0,115.0,140.0,297.87234042553195,SIL   ,SC             ,,24.0,MT,Toronto,700.0,52,5997.0,5350012.03,5311.0,0.47,43.6425781,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.382988,Waterfront Communities-The Island (77),2015-10-15,15.0,10.0,09:10,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Thursday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1487,0.46643,20.0,115.0,140.0,297.87234042553195,BLK   ,GI             ,,21.0,MT,Toronto,400.0,52,5997.0,5350012.03,5311.0,0.47,43.6428566,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3816757,Waterfront Communities-The Island (77),2015-07-04,4.0,7.0,23:40,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Saturday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1488,0.46643,20.0,115.0,140.0,297.87234042553195,GRN   ,OT             ,CACTUS         ,18.0,MT,Toronto,0.0,52,5997.0,5350012.03,5311.0,0.47,43.6447182,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.3852234,Waterfront Communities-The Island (77),2015-08-01,1.0,8.0,09:05,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Saturday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1489,0.46643,20.0,115.0,140.0,297.87234042553195,SIL   ,OT             ,10 VITA        ,35.0,RC,Toronto,758.59,52,5997.0,5350012.03,5311.0,0.47,43.6406898,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3916931,Waterfront Communities-The Island (77),2015-10-30,30.0,10.0,00:00,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Friday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1490,0.46643,20.0,115.0,140.0,297.87234042553195,GRY   ,OT             ,ALLEZ SPORT 201,18.0,RC,Toronto,1100.0,52,5997.0,5350012.03,5311.0,0.47,43.64158629999999,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.3921051,Waterfront Communities-The Island (77),2015-09-05,5.0,9.0,11:30,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Saturday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1491,0.46643,20.0,115.0,140.0,297.87234042553195,BLK   ,SCOTT          ,SCALE 20       ,30.0,MT,Toronto,2500.0,52,5997.0,5350012.03,5311.0,0.47,43.64179229999999,"Private Property (Pool, Shed, Detached Garage)",-79.3813477,Waterfront Communities-The Island (77),2015-11-15,15.0,11.0,18:00,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1492,0.46643,20.0,115.0,140.0,297.87234042553195,GRN   ,NO             ,PINNACLE       ,18.0,RG,Toronto,150.0,52,5997.0,5350012.03,5311.0,0.47,43.6447182,"Apartment (Rooming House, Condo)",-79.3852234,Waterfront Communities-The Island (77),2015-11-20,20.0,11.0,19:00,2015.0,8865.0,8865.0,19003.2,THEFT UNDER,Toronto,STOLEN,CT,Friday,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140,CT,Toronto,0.46643,8865,5997,5311,8865,19003.2,0.47,8865,CT,Toronto,0.46643,8865,5997,5311,20,115,140
1493,0.233,40.0,50.0,90.0,391.3043478260869,BLU   ,DEVINCI        ,HELSINKI       ,12.0,OT,Toronto,2400.0,52,3258.0,5350012.04,2956.0,0.23,43.639907799999996,"Private Property (Pool, Shed, Detached Garage)",-79.3804016,Waterfront Communities-The Island (77),2015-07-19,19.0,7.0,15:00,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1494,0.233,40.0,50.0,90.0,391.3043478260869,BLK   ,ROCKY MOUNTAIN ,FSA            ,5.0,RG,Toronto,,52,3258.0,5350012.04,2956.0,0.23,43.639907799999996,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3804016,Waterfront Communities-The Island (77),2015-07-02,2.0,7.0,06:23,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Thursday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1495,0.233,40.0,50.0,90.0,391.3043478260869,PLESIL,ROCKY MOUNTAIN ,HYBRID         ,21.0,OT,Toronto,800.0,52,3258.0,5350012.04,2956.0,0.23,43.6394501,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.38292690000002,Waterfront Communities-The Island (77),2015-11-16,16.0,11.0,15:00,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Monday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1496,0.233,40.0,50.0,90.0,391.3043478260869,BLK   ,OT             ,,3.0,OT,Toronto,400.0,52,3258.0,5350012.04,2956.0,0.23,43.6402855,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.38338470000002,Waterfront Communities-The Island (77),2015-05-09,9.0,5.0,16:00,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Saturday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1497,0.233,40.0,50.0,90.0,391.3043478260869,REDWHI,TREK           ,,21.0,MT,Toronto,800.0,52,3258.0,5350012.04,2956.0,0.23,43.63879779999999,"Parking Lots (Apt., Commercial Or Non-Commercial)",-79.38677220000002,Waterfront Communities-The Island (77),2015-04-22,22.0,4.0,14:30,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Wednesday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1498,0.233,40.0,50.0,90.0,391.3043478260869,YEL   ,SU             ,,7.0,OT,Toronto,400.0,52,3258.0,5350012.04,2956.0,0.23,43.6398773,"Apartment (Rooming House, Condo)",-79.3844757,Waterfront Communities-The Island (77),2015-08-21,21.0,8.0,18:10,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Friday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1499,0.233,40.0,50.0,90.0,391.3043478260869,BLK   ,OT             ,JULIETTE       ,1.0,RC,Toronto,425.0,52,3258.0,5350012.04,2956.0,0.23,43.639907799999996,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.3804016,Waterfront Communities-The Island (77),2015-09-15,15.0,9.0,09:00,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Tuesday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1500,0.233,40.0,50.0,90.0,391.3043478260869,BLK   ,GT             ,,21.0,MT,Toronto,0.0,52,3258.0,5350012.04,2956.0,0.23,43.639907799999996,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3804016,Waterfront Communities-The Island (77),2015-09-18,18.0,9.0,08:00,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Friday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1501,0.233,40.0,50.0,90.0,391.3043478260869,RED   ,TR             ,TREK MARLIN 5  ,7.0,MT,Toronto,619.99,52,3258.0,5350012.04,2956.0,0.23,43.639907799999996,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.3804016,Waterfront Communities-The Island (77),2015-08-01,1.0,8.0,15:30,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Saturday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1502,0.233,40.0,50.0,90.0,391.3043478260869,PLE   ,TR             ,LEXA           ,21.0,RC,Toronto,850.0,52,3258.0,5350012.04,2956.0,0.23,43.6394501,"Open Areas (Lakes, Parks, Rivers)",-79.38292690000002,Waterfront Communities-The Island (77),2015-08-12,12.0,8.0,19:18,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Wednesday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1503,0.233,40.0,50.0,90.0,391.3043478260869,BLU   ,UK             ,TACANA 4       ,28.0,MT,Toronto,1000.0,52,3258.0,5350012.04,2956.0,0.23,43.6389732,"Parking Lots (Apt., Commercial Or Non-Commercial)",-79.3856659,Waterfront Communities-The Island (77),2015-10-05,5.0,10.0,18:15,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Monday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1504,0.233,40.0,50.0,90.0,391.3043478260869,BLK   ,CC             ,,18.0,MT,Toronto,200.0,52,3258.0,5350012.04,2956.0,0.23,43.639907799999996,Unknown,-79.3804016,Waterfront Communities-The Island (77),2015-10-05,5.0,10.0,10:15,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Monday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1505,0.233,40.0,50.0,90.0,391.3043478260869,WHI   ,GI             ,,9.0,OT,Toronto,659.95,52,3258.0,5350012.04,2956.0,0.23,43.6398773,"Apartment (Rooming House, Condo)",-79.3844757,Waterfront Communities-The Island (77),2015-10-07,7.0,10.0,22:00,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Wednesday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1506,0.233,40.0,50.0,90.0,391.3043478260869,BLK   ,CA             ,CARBONDALE XLG ,14.0,RG,Toronto,900.0,52,3258.0,5350012.04,2956.0,0.23,43.6400185,"Apartment (Rooming House, Condo)",-79.3839569,Waterfront Communities-The Island (77),2015-09-20,20.0,9.0,21:30,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1507,0.233,40.0,50.0,90.0,391.3043478260869,BLK   ,CA             ,TRAIL 7        ,24.0,MT,Toronto,677.99,52,3258.0,5350012.04,2956.0,0.23,43.6389732,Bar / Restaurant,-79.3856659,Waterfront Communities-The Island (77),2015-09-06,6.0,9.0,13:00,2015.0,4899.0,4899.0,21272.3,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90,CT,Toronto,0.233,4899,3258,2956,4899,21272.3,0.23,4900,CT,Toronto,0.233,4899,3258,2956,40,50,90
1508,0.34314,15.0,30.0,40.0,117.64705882352942,BLK   ,CCM            ,NITRO X        ,21.0,MT,Toronto,150.0,52,4499.0,5350013.01,4059.0,0.34,43.64593120000001,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3793335,Bay Street Corridor (76),2015-07-09,9.0,7.0,16:30,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,STOLEN,CT,Thursday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
1509,0.34314,15.0,30.0,40.0,117.64705882352942,BLUWHI,OTHER          ,,0.0,EL,Toronto,1200.0,51,4499.0,5350013.01,4059.0,0.34,43.6479874,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.3719406,Waterfront Communities-The Island (77),2015-03-01,1.0,3.0,00:00,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
1510,0.34314,15.0,30.0,40.0,117.64705882352942,,OT             ,ALLEZ COMP     ,21.0,RC,Toronto,2100.0,52,4499.0,5350013.01,4059.0,0.34,43.6445122,"Apartment (Rooming House, Condo)",-79.3762817,Waterfront Communities-The Island (77),2015-05-31,31.0,5.0,17:00,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
1511,0.34314,15.0,30.0,40.0,117.64705882352942,,OTHER          ,,1.0,EL,Toronto,,51,4499.0,5350013.01,4059.0,0.34,43.6472015,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3735123,Waterfront Communities-The Island (77),2015-05-22,22.0,5.0,14:00,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,RECOVERED,CT,Friday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
1512,0.34314,15.0,30.0,40.0,117.64705882352942,BLK   ,OT             ,HSM 312        ,32.0,EL,Toronto,900.0,51,4499.0,5350013.01,4059.0,0.34,43.6472015,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3735123,Waterfront Communities-The Island (77),2015-05-22,22.0,5.0,14:00,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,RECOVERED,CT,Friday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
1513,0.34314,15.0,30.0,40.0,117.64705882352942,RED   ,OT             ,FILIBUS        ,21.0,OT,Toronto,4000.0,51,4499.0,5350013.01,4059.0,0.34,43.646305100000006,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3754807,Waterfront Communities-The Island (77),2015-05-03,3.0,5.0,18:00,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
1514,0.34314,15.0,30.0,40.0,117.64705882352942,BLK   ,OT             ,SPARK 29       ,10.0,MT,Toronto,250.0,51,4499.0,5350013.01,4059.0,0.34,43.647583000000004,"Apartment (Rooming House, Condo)",-79.3717041,Waterfront Communities-The Island (77),2015-05-15,15.0,5.0,20:40,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,STOLEN,CT,Friday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
1515,0.34314,15.0,30.0,40.0,117.64705882352942,BLK   ,GI             ,BOWERY         ,1.0,RG,Toronto,700.0,52,4499.0,5350013.01,4059.0,0.34,43.64593120000001,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3793335,Waterfront Communities-The Island (77),2015-05-19,19.0,5.0,22:45,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,STOLEN,CT,Tuesday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
1516,0.34314,15.0,30.0,40.0,117.64705882352942,GRN   ,NO             ,,27.0,RG,Toronto,600.0,52,4499.0,5350013.01,4059.0,0.34,43.64593120000001,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.3793335,Bay Street Corridor (76),2015-04-21,21.0,4.0,09:00,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,STOLEN,CT,Tuesday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
1517,0.34314,15.0,30.0,40.0,117.64705882352942,BLK   ,NO             ,VFR 4          ,21.0,RG,Toronto,400.0,51,4499.0,5350013.01,4059.0,0.34,43.6472015,"Apartment (Rooming House, Condo)",-79.3735123,Waterfront Communities-The Island (77),2015-04-24,24.0,4.0,19:00,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,STOLEN,CT,Friday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
1518,0.34314,15.0,30.0,40.0,117.64705882352942,BLU   ,UK             ,ROCKHOPPER     ,10.0,MT,Toronto,500.0,51,4499.0,5350013.01,4059.0,0.34,43.646305100000006,"Apartment (Rooming House, Condo)",-79.3754807,Waterfront Communities-The Island (77),2015-05-03,3.0,5.0,13:05,2015.0,6290.0,6290.0,18332.8,THEFT UNDER,Toronto,STOLEN,CT,Sunday,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40,CT,Toronto,0.34314,6290,4499,4059,6290,18332.8,0.34,6290,CT,Toronto,0.34314,6290,4499,4059,15,30,40
